#              Age:              Teq:             Mass:            R_RCB:            P_RCB:
#   0.503865159E+10   0.000000000E+00   0.183841434E+31   0.717193044E+10   0.956892339E+06
# INDEX       RADIUS [RJ]       RADIUS [RP]           DENSITY          PRESSURE       TEMPERATURE           ENTROPY           GRAVITY              MASS             DMASS           CHI_RHO             CHI_T           GAMMA_1           GAMMA_3            SIGMA1            SIGMA2        EPS_JOULE1        EPS_JOULE2             V_ATM        SIGMA1_LOG        SIGMA1_EYE      SIGMA1_TSANG        SIGMA1_INT        LUMINOSITY        EXTRA_HEAT        IRRAD_HEAT
# COL 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26
    393   0.654530955E+00   0.652319515E+00   0.161320245E+01   0.627292063E+13   0.818174993E+04   0.530658127E+09   0.315987898E+04   0.103666873E+31   0.106562053E+29   0.190753234E+01   0.196918767E+00   0.210221800E+01   0.165573298E+01   0.383756607E+22   0.000000000E+00   0.750254056E-16   0.000000000E+00   0.000000000E+00   0.383756607E+22   0.744414070E+17   0.105187676E+17   0.105187676E+17   0.229790446E+25   0.000000000E+00   0.000000000E+00
    394   0.651155653E+00   0.648955617E+00   0.162893167E+01   0.639782633E+13   0.823230187E+04   0.530659161E+09   0.315990382E+04   0.102601253E+31   0.108732368E+29   0.190666319E+01   0.196415585E+00   0.210196760E+01   0.165770899E+01   0.484142048E+22   0.000000000E+00   0.588948636E-16   0.000000000E+00   0.000000000E+00   0.484142048E+22   0.760557953E+17   0.106154224E+17   0.106154224E+17   0.227757172E+25   0.000000000E+00   0.000000000E+00
    395   0.647708941E+00   0.645520551E+00   0.164483531E+01   0.652533244E+13   0.828337321E+04   0.530659949E+09   0.315977882E+04   0.101513929E+31   0.108732368E+29   0.190584418E+01   0.195710011E+00   0.209942470E+01   0.165906598E+01   0.613797059E+22   0.000000000E+00   0.460050879E-16   0.000000000E+00   0.000000000E+00   0.613797059E+22   0.777235583E+17   0.107141844E+17   0.107141844E+17   0.225672396E+25   0.000000000E+00   0.000000000E+00
    396   0.644259015E+00   0.642082281E+00   0.166091731E+01   0.665550538E+13   0.833498828E+04   0.530660416E+09   0.315950178E+04   0.100426606E+31   0.110941237E+29   0.190507656E+01   0.194802564E+00   0.209457178E+01   0.165979787E+01   0.778346324E+22   0.000000000E+00   0.359279303E-16   0.000000000E+00   0.000000000E+00   0.778346324E+22   0.794123877E+17   0.108131181E+17   0.108131181E+17   0.223577245E+25   0.000000000E+00   0.000000000E+00
    397   0.640735150E+00   0.638570321E+00   0.167718218E+01   0.678841895E+13   0.838716377E+04   0.530660409E+09   0.315906214E+04   0.993171931E+30   0.110941237E+29   0.190436203E+01   0.193708053E+00   0.208756911E+01   0.165994894E+01   0.992045698E+22   0.000000000E+00   0.279152276E-16   0.000000000E+00   0.000000000E+00   0.992045698E+22   0.811576323E+17   0.109142712E+17   0.109142712E+17   0.221428555E+25   0.000000000E+00   0.000000000E+00
    398   0.637206836E+00   0.635053929E+00   0.169363285E+01   0.692414233E+13   0.843992376E+04   0.530660159E+09   0.315846359E+04   0.982077808E+30   0.113185878E+29   0.190370301E+01   0.192465781E+00   0.207887514E+01   0.165964724E+01   0.126480465E+23   0.000000000E+00   0.216825505E-16   0.000000000E+00   0.000000000E+00   0.126480465E+23   0.829256201E+17   0.110156687E+17   0.110156687E+17   0.219268473E+25   0.000000000E+00   0.000000000E+00
    399   0.633601970E+00   0.631461242E+00   0.171027357E+01   0.706275526E+13   0.849328414E+04   0.530659730E+09   0.315768873E+04   0.970759220E+30   0.113185878E+29   0.190310241E+01   0.191119609E+00   0.206900238E+01   0.165903514E+01   0.162107854E+23   0.000000000E+00   0.167526475E-16   0.000000000E+00   0.000000000E+00   0.162107854E+23   0.847532663E+17   0.111194039E+17   0.111194039E+17   0.217052771E+25   0.000000000E+00   0.000000000E+00
    400   0.629991293E+00   0.627862764E+00   0.172710727E+01   0.720432943E+13   0.854726572E+04   0.530659359E+09   0.315674749E+04   0.959440632E+30   0.115462442E+29   0.190256348E+01   0.189716244E+00   0.205849045E+01   0.165826174E+01   0.207854003E+23   0.000000000E+00   0.129382455E-16   0.000000000E+00   0.000000000E+00   0.207854003E+23   0.866055112E+17   0.112234623E+17   0.112234623E+17   0.214824995E+25   0.000000000E+00   0.000000000E+00
    401   0.626301378E+00   0.624185317E+00   0.174413866E+01   0.734895107E+13   0.860188219E+04   0.530659079E+09   0.315561526E+04   0.947894388E+30   0.115462442E+29   0.190208987E+01   0.188305506E+00   0.204791357E+01   0.165748486E+01   0.267967313E+23   0.000000000E+00   0.993780016E-17   0.000000000E+00   0.000000000E+00   0.267967313E+23   0.885208700E+17   0.113299827E+17   0.113299827E+17   0.212540069E+25   0.000000000E+00   0.000000000E+00
    402   0.622604143E+00   0.620500573E+00   0.176137070E+01   0.749669418E+13   0.865715030E+04   0.530659066E+09   0.315430854E+04   0.936348144E+30   0.117766173E+29   0.190168552E+01   0.186940512E+00   0.203787695E+01   0.165686996E+01   0.345640103E+23   0.000000000E+00   0.762918587E-17   0.000000000E+00   0.000000000E+00   0.345640103E+23   0.904628850E+17   0.114369119E+17   0.114369119E+17   0.210242884E+25   0.000000000E+00   0.000000000E+00
    403   0.618824921E+00   0.616734120E+00   0.177880867E+01   0.764765213E+13   0.871308083E+04   0.530659254E+09   0.315279516E+04   0.924571526E+30   0.117766173E+29   0.190135467E+01   0.185677908E+00   0.202902375E+01   0.165659218E+01   0.448350573E+23   0.000000000E+00   0.582379558E-17   0.000000000E+00   0.000000000E+00   0.448350573E+23   0.924716930E+17   0.115464338E+17   0.115464338E+17   0.207887536E+25   0.000000000E+00   0.000000000E+00
    404   0.615036704E+00   0.612958702E+00   0.179645520E+01   0.780190111E+13   0.876968580E+04   0.530659673E+09   0.315109845E+04   0.912794909E+30   0.120091499E+29   0.190109906E+01   0.184565901E+00   0.202189752E+01   0.165679948E+01   0.581942751E+23   0.000000000E+00   0.444279665E-17   0.000000000E+00   0.000000000E+00   0.581942751E+23   0.945094418E+17   0.116564580E+17   0.116564580E+17   0.205520017E+25   0.000000000E+00   0.000000000E+00
    405   0.611163687E+00   0.609098771E+00   0.181431466E+01   0.795954229E+13   0.882697351E+04   0.530660106E+09   0.314917835E+04   0.900785759E+30   0.120091499E+29   0.190091154E+01   0.183615477E+00   0.201663355E+01   0.165753157E+01   0.759763071E+23   0.000000000E+00   0.336947547E-17   0.000000000E+00   0.000000000E+00   0.759763071E+23   0.966179019E+17   0.117692124E+17   0.117692124E+17   0.203093260E+25   0.000000000E+00   0.000000000E+00
    406   0.607279813E+00   0.605228019E+00   0.183238793E+01   0.812065411E+13   0.888495308E+04   0.530660508E+09   0.314706532E+04   0.888776609E+30   0.122432139E+29   0.190078301E+01   0.182831539E+00   0.201329930E+01   0.165881138E+01   0.992660508E+23   0.000000000E+00   0.255349448E-17   0.000000000E+00   0.000000000E+00   0.992660508E+23   0.987578462E+17   0.118825717E+17   0.118825717E+17   0.200653825E+25   0.000000000E+00   0.000000000E+00
    407   0.603308250E+00   0.601269875E+00   0.185067910E+01   0.828534627E+13   0.894363223E+04   0.530660677E+09   0.314471121E+04   0.876533395E+30   0.122432139E+29   0.190070434E+01   0.182221386E+00   0.201199381E+01   0.166067218E+01   0.130480340E+24   0.000000000E+00   0.192343222E-17   0.000000000E+00   0.000000000E+00   0.130480340E+24   0.100972685E+18   0.119988069E+17   0.119988069E+17   0.198153696E+25   0.000000000E+00   0.000000000E+00
    408   0.599323739E+00   0.597298826E+00   0.186918830E+01   0.845369955E+13   0.900301757E+04   0.530660641E+09   0.314215387E+04   0.864290182E+30   0.124781177E+29   0.190066647E+01   0.181794971E+00   0.201284447E+01   0.166315622E+01   0.171662936E+24   0.000000000E+00   0.144751642E-17   0.000000000E+00   0.000000000E+00   0.171662936E+24   0.103221852E+18   0.121157602E+17   0.121157602E+17   0.195640220E+25   0.000000000E+00   0.000000000E+00
    409   0.595248555E+00   0.593237411E+00   0.188791951E+01   0.862583311E+13   0.906311582E+04   0.530660308E+09   0.313933685E+04   0.851812064E+30   0.124781177E+29   0.190066042E+01   0.181565158E+00   0.201601597E+01   0.166631783E+01   0.227257908E+24   0.000000000E+00   0.108255660E-17   0.000000000E+00   0.000000000E+00   0.227257908E+24   0.105550393E+18   0.122357442E+17   0.122357442E+17   0.193064784E+25   0.000000000E+00   0.000000000E+00
    410   0.591158072E+00   0.589160748E+00   0.190687201E+01   0.880183028E+13   0.912393032E+04   0.530659854E+09   0.313630557E+04   0.839333946E+30   0.127131092E+29   0.190067739E+01   0.181547977E+00   0.202170656E+01   0.167022165E+01   0.301174965E+24   0.000000000E+00   0.808746991E-18   0.000000000E+00   0.000000000E+00   0.301174965E+24   0.107916452E+18   0.123565719E+17   0.123565719E+17   0.190475599E+25   0.000000000E+00   0.000000000E+00
    411   0.586973815E+00   0.584990628E+00   0.192605038E+01   0.898182066E+13   0.918546630E+04   0.530659335E+09   0.313299515E+04   0.826620837E+30   0.127131092E+29   0.190070850E+01   0.181752387E+00   0.203002779E+01   0.167490509E+01   0.401719089E+24   0.000000000E+00   0.600292582E-18   0.000000000E+00   0.000000000E+00   0.401719089E+24   0.110366696E+18   0.124805958E+17   0.124805958E+17   0.187823825E+25   0.000000000E+00   0.000000000E+00
    412   0.582771609E+00   0.580802620E+00   0.194545621E+01   0.916589046E+13   0.924772470E+04   0.530658961E+09   0.312945874E+04   0.813907728E+30   0.129473746E+29   0.190074408E+01   0.182153836E+00   0.204067470E+01   0.168027414E+01   0.536491339E+24   0.000000000E+00   0.445009122E-18   0.000000000E+00   0.000000000E+00   0.536491339E+24   0.112858048E+18   0.126056037E+17   0.126056037E+17   0.185158617E+25   0.000000000E+00   0.000000000E+00
    413   0.578472395E+00   0.576517932E+00   0.196509719E+01   0.935418089E+13   0.931071258E+04   0.530658697E+09   0.312562284E+04   0.800960353E+30   0.129473746E+29   0.190077411E+01   0.182718978E+00   0.205324628E+01   0.168620567E+01   0.721279143E+24   0.000000000E+00   0.327691881E-18   0.000000000E+00   0.000000000E+00   0.721279143E+24   0.115438768E+18   0.127339851E+17   0.127339851E+17   0.182430953E+25   0.000000000E+00   0.000000000E+00
    414   0.574152257E+00   0.572212390E+00   0.198497488E+01   0.954678139E+13   0.937443196E+04   0.530658659E+09   0.312154822E+04   0.788012979E+30   0.131800294E+29   0.190078828E+01   0.183412307E+00   0.206732146E+01   0.169257082E+01   0.971112684E+24   0.000000000E+00   0.240950842E-18   0.000000000E+00   0.000000000E+00   0.971112684E+24   0.118064630E+18   0.128635071E+17   0.128635071E+17   0.179690137E+25   0.000000000E+00   0.000000000E+00
    415   0.569731740E+00   0.567806809E+00   0.200509735E+01   0.974384610E+13   0.943889378E+04   0.530658706E+09   0.311715272E+04   0.774832949E+30   0.131800294E+29   0.190077574E+01   0.184196325E+00   0.208246964E+01   0.169923905E+01   0.131654910E+25   0.000000000E+00   0.175946474E-18   0.000000000E+00   0.000000000E+00   0.131654910E+25   0.120785449E+18   0.129965930E+17   0.129965930E+17   0.176886698E+25   0.000000000E+00   0.000000000E+00
    416   0.565286958E+00   0.563377044E+00   0.202546559E+01   0.994546812E+13   0.950410178E+04   0.530658837E+09   0.311250465E+04   0.761652920E+30   0.134101113E+29   0.190072503E+01   0.185031218E+00   0.209823879E+01   0.170607383E+01   0.178784553E+25   0.000000000E+00   0.128262065E-18   0.000000000E+00   0.000000000E+00   0.178784553E+25   0.123555961E+18   0.131309946E+17   0.131309946E+17   0.174069711E+25   0.000000000E+00   0.000000000E+00
    417   0.560738265E+00   0.558843719E+00   0.204608800E+01   0.101518161E+14   0.957007160E+04   0.530658802E+09   0.310751329E+04   0.748242809E+30   0.134101113E+29   0.190062388E+01   0.185875303E+00   0.211416887E+01   0.171293784E+01   0.244528650E+25   0.000000000E+00   0.928322830E-19   0.000000000E+00   0.000000000E+00   0.244528650E+25   0.126427474E+18   0.132691658E+17   0.132691658E+17   0.171189389E+25   0.000000000E+00   0.000000000E+00
    418   0.556161538E+00   0.554282455E+00   0.206696590E+01   0.103629872E+14   0.963680870E+04   0.530658554E+09   0.310225434E+04   0.734832697E+30   0.136365562E+29   0.190045950E+01   0.186696704E+00   0.212989948E+01   0.171971725E+01   0.335094780E+25   0.000000000E+00   0.670582344E-19   0.000000000E+00   0.000000000E+00   0.335094780E+25   0.129353827E+18   0.134088496E+17   0.134088496E+17   0.168294673E+25   0.000000000E+00   0.000000000E+00
    419   0.551477177E+00   0.549613921E+00   0.208811077E+01   0.105791665E+14   0.970433236E+04   0.530657948E+09   0.309662872E+04   0.721196141E+30   0.136365562E+29   0.190021891E+01   0.187482453E+00   0.214526431E+01   0.172634775E+01   0.462619229E+25   0.000000000E+00   0.480812640E-19   0.000000000E+00   0.000000000E+00   0.462619229E+25   0.132387744E+18   0.135525260E+17   0.135525260E+17   0.165336785E+25   0.000000000E+00   0.000000000E+00
    420   0.546760528E+00   0.544913208E+00   0.210952521E+01   0.108004551E+14   0.977264688E+04   0.530657101E+09   0.309071914E+04   0.707559585E+30   0.138581269E+29   0.189988917E+01   0.188220008E+00   0.216009010E+01   0.173276480E+01   0.640095953E+25   0.000000000E+00   0.343972157E-19   0.000000000E+00   0.000000000E+00   0.640095953E+25   0.135482342E+18   0.136979372E+17   0.136979372E+17   0.162365169E+25   0.000000000E+00   0.000000000E+00
    421   0.541932341E+00   0.540101335E+00   0.213122148E+01   0.110270567E+14   0.984177388E+04   0.530656007E+09   0.308441849E+04   0.693701458E+30   0.138581269E+29   0.189945762E+01   0.188895779E+00   0.217419341E+01   0.173890522E+01   0.892485726E+25   0.000000000E+00   0.244187386E-19   0.000000000E+00   0.000000000E+00   0.892485726E+25   0.138691628E+18   0.138475828E+17   0.138475828E+17   0.159331975E+25   0.000000000E+00   0.000000000E+00
    422   0.537067055E+00   0.535252487E+00   0.215320155E+01   0.112590763E+14   0.991171677E+04   0.530654919E+09   0.307781595E+04   0.679843331E+30   0.140733399E+29   0.189891242E+01   0.189494743E+00   0.218736875E+01   0.174470151E+01   0.124757516E+26   0.000000000E+00   0.172902664E-19   0.000000000E+00   0.000000000E+00   0.124757516E+26   0.141968237E+18   0.139992148E+17   0.139992148E+17   0.156286093E+25   0.000000000E+00   0.000000000E+00
    423   0.532086162E+00   0.530288422E+00   0.217547841E+01   0.114967382E+14   0.998250149E+04   0.530653960E+09   0.307079707E+04   0.665769991E+30   0.140733399E+29   0.189824231E+01   0.190000800E+00   0.219940600E+01   0.175008795E+01   0.175787770E+26   0.000000000E+00   0.121453394E-19   0.000000000E+00   0.000000000E+00   0.175787770E+26   0.145367265E+18   0.141553430E+17   0.141553430E+17   0.153180448E+25   0.000000000E+00   0.000000000E+00
    424   0.527062702E+00   0.525281935E+00   0.219805343E+01   0.117401510E+14   0.100541315E+05   0.530653474E+09   0.306345673E+04   0.651696651E+30   0.142804384E+29   0.189743909E+01   0.190396533E+00   0.221008172E+01   0.175499189E+01   0.248418120E+26   0.000000000E+00   0.850612133E-20   0.000000000E+00   0.000000000E+00   0.248418120E+26   0.148841208E+18   0.143137442E+17   0.143137442E+17   0.150062379E+25   0.000000000E+00   0.000000000E+00
    425   0.521919407E+00   0.520156017E+00   0.222094254E+01   0.119895628E+14   0.101266367E+05   0.530653524E+09   0.305567418E+04   0.637416213E+30   0.142804384E+29   0.189651006E+01   0.190663634E+00   0.221917510E+01   0.175931494E+01   0.353965389E+26   0.000000000E+00   0.590819702E-20   0.000000000E+00   0.000000000E+00   0.353965389E+26   0.152445962E+18   0.144769254E+17   0.144769254E+17   0.146884796E+25   0.000000000E+00   0.000000000E+00
    426   0.516727312E+00   0.514981464E+00   0.224348475E+01   0.122377239E+14   0.101979015E+05   0.530654007E+09   0.304754889E+04   0.623135775E+30   0.136489080E+29   0.189549682E+01   0.190778485E+00   0.222623432E+01   0.176283219E+01   0.506054622E+26   0.000000000E+00   0.409102913E-20   0.000000000E+00   0.000000000E+00   0.506054622E+26   0.156134341E+18   0.146427073E+17   0.146427073E+17   0.143692223E+25   0.000000000E+00   0.000000000E+00
    427   0.511716734E+00   0.509987816E+00   0.226567202E+01   0.124843903E+14   0.102679088E+05   0.530655060E+09   0.303945658E+04   0.609486867E+30   0.136489080E+29   0.189441107E+01   0.190729276E+00   0.223111694E+01   0.176546615E+01   0.714507603E+26   0.000000000E+00   0.286912318E-20   0.000000000E+00   0.000000000E+00   0.714507603E+26   0.159741068E+18   0.148037195E+17   0.148037195E+17   0.140626026E+25   0.000000000E+00   0.000000000E+00
    428   0.506656611E+00   0.504944789E+00   0.228748355E+01   0.127291635E+14   0.103365585E+05   0.530656202E+09   0.303103931E+04   0.595837959E+30   0.129800737E+29   0.189325909E+01   0.190503338E+00   0.223367070E+01   0.176714122E+01   0.101227296E+27   0.000000000E+00   0.200584548E-20   0.000000000E+00   0.000000000E+00   0.101227296E+27   0.163430817E+18   0.149673694E+17   0.149673694E+17   0.137545051E+25   0.000000000E+00   0.000000000E+00
    429   0.501796094E+00   0.500100694E+00   0.230890874E+01   0.129717669E+14   0.104038254E+05   0.530657474E+09   0.302272720E+04   0.582857885E+30   0.129800737E+29   0.189204208E+01   0.190088629E+00   0.223374390E+01   0.176778915E+01   0.141455718E+27   0.000000000E+00   0.142208585E-20   0.000000000E+00   0.000000000E+00   0.141455718E+27   0.167020028E+18   0.151255740E+17   0.151255740E+17   0.134601548E+25   0.000000000E+00   0.000000000E+00
    430   0.496885996E+00   0.495207185E+00   0.232998344E+01   0.132124480E+14   0.104697881E+05   0.530658354E+09   0.301410977E+04   0.569877811E+30   0.123450336E+29   0.189075586E+01   0.189472322E+00   0.223118966E+01   0.176735030E+01   0.198347056E+27   0.000000000E+00   0.100501952E-20   0.000000000E+00   0.000000000E+00   0.198347056E+27   0.170690829E+18   0.152864178E+17   0.152864178E+17   0.131645511E+25   0.000000000E+00   0.000000000E+00
    431   0.492167820E+00   0.490504951E+00   0.235069627E+01   0.134509412E+14   0.105344199E+05   0.530658909E+09   0.300562508E+04   0.557532777E+30   0.123450336E+29   0.188940162E+01   0.188649295E+00   0.222593387E+01   0.176579918E+01   0.274468678E+27   0.000000000E+00   0.719886088E-21   0.000000000E+00   0.000000000E+00   0.274468678E+27   0.174260917E+18   0.154419640E+17   0.154419640E+17   0.128823292E+25   0.000000000E+00   0.000000000E+00
    432   0.487400208E+00   0.485753447E+00   0.237107923E+01   0.136874902E+14   0.105977955E+05   0.530658940E+09   0.299685337E+04   0.545187744E+30   0.117419139E+29   0.188799705E+01   0.187637531E+00   0.221819457E+01   0.176323536E+01   0.381099087E+27   0.000000000E+00   0.514007098E-21   0.000000000E+00   0.000000000E+00   0.381099087E+27   0.177911170E+18   0.156001430E+17   0.156001430E+17   0.125990949E+25   0.000000000E+00   0.000000000E+00
    433   0.482817428E+00   0.481186150E+00   0.239111961E+01   0.139218394E+14   0.106598911E+05   0.530658808E+09   0.298823865E+04   0.533445830E+30   0.117419139E+29   0.188656671E+01   0.186460914E+00   0.220824776E+01   0.175977852E+01   0.522464530E+27   0.000000000E+00   0.371787665E-21   0.000000000E+00   0.000000000E+00   0.522464530E+27   0.181460588E+18   0.157531567E+17   0.157531567E+17   0.123287455E+25   0.000000000E+00   0.000000000E+00
    434   0.478185491E+00   0.476569863E+00   0.241084780E+01   0.141542289E+14   0.107207803E+05   0.530658397E+09   0.297935420E+04   0.521703916E+30   0.111689777E+29   0.188513080E+01   0.185138287E+00   0.219632681E+01   0.175552839E+01   0.718696311E+27   0.000000000E+00   0.268063622E-21   0.000000000E+00   0.000000000E+00   0.718696311E+27   0.185088761E+18   0.159087909E+17   0.159087909E+17   0.120574069E+25   0.000000000E+00   0.000000000E+00
    435   0.473731803E+00   0.472131223E+00   0.243025171E+01   0.143844128E+14   0.107804423E+05   0.530658039E+09   0.297064815E+04   0.510534938E+30   0.111689777E+29   0.188370994E+01   0.183688294E+00   0.218265115E+01   0.175057521E+01   0.976572832E+27   0.000000000E+00   0.195702870E-21   0.000000000E+00   0.000000000E+00   0.976572832E+27   0.188616036E+18   0.160593793E+17   0.160593793E+17   0.117982956E+25   0.000000000E+00   0.000000000E+00
    436   0.469229351E+00   0.467643983E+00   0.244936050E+01   0.146126271E+14   0.108389483E+05   0.530657613E+09   0.296168881E+04   0.499365961E+30   0.106246070E+29   0.188231955E+01   0.182124579E+00   0.216739568E+01   0.174498998E+01   0.133144067E+28   0.000000000E+00   0.142422486E-21   0.000000000E+00   0.000000000E+00   0.133144067E+28   0.192220670E+18   0.162125712E+17   0.162125712E+17   0.115380728E+25   0.000000000E+00   0.000000000E+00
    437   0.464899014E+00   0.463328277E+00   0.246816255E+01   0.148386350E+14   0.108962791E+05   0.530657408E+09   0.295292670E+04   0.488741354E+30   0.106246070E+29   0.188097487E+01   0.180461482E+00   0.215073219E+01   0.173883991E+01   0.179387845E+28   0.000000000E+00   0.104902616E-21   0.000000000E+00   0.000000000E+00   0.179387845E+28   0.195724396E+18   0.163608260E+17   0.163608260E+17   0.112893638E+25   0.000000000E+00   0.000000000E+00
    438   0.460520402E+00   0.458964459E+00   0.248668576E+01   0.150626688E+14   0.109525031E+05   0.530657283E+09   0.294392699E+04   0.478116747E+30   0.101072895E+29   0.187968583E+01   0.178708481E+00   0.213278721E+01   0.173217394E+01   0.242497659E+28   0.000000000E+00   0.770237450E-22   0.000000000E+00   0.000000000E+00   0.242497659E+28   0.199304096E+18   0.165116630E+17   0.165116630E+17   0.110393646E+25   0.000000000E+00   0.000000000E+00
    439   0.456308171E+00   0.454766459E+00   0.250491858E+01   0.152844999E+14   0.110076016E+05   0.530657469E+09   0.293514100E+04   0.468009457E+30   0.101072895E+29   0.187846134E+01   0.176877331E+00   0.211370486E+01   0.172504677E+01   0.324076508E+28   0.000000000E+00   0.572152664E-22   0.000000000E+00   0.000000000E+00   0.324076508E+28   0.202782931E+18   0.166576626E+17   0.166576626E+17   0.108002194E+25   0.000000000E+00   0.000000000E+00
    440   0.452048234E+00   0.450520915E+00   0.252288580E+01   0.155043570E+14   0.110616406E+05   0.530657718E+09   0.292613242E+04   0.457902168E+30   0.961561054E+28   0.187730067E+01   0.174981549E+00   0.209367172E+01   0.171753302E+01   0.434524091E+28   0.000000000E+00   0.423683584E-22   0.000000000E+00   0.000000000E+00   0.434524091E+28   0.206336360E+18   0.168062195E+17   0.168062195E+17   0.105597616E+25   0.000000000E+00   0.000000000E+00
    441   0.447949295E+00   0.446435826E+00   0.254057376E+01   0.157220193E+14   0.111146026E+05   0.530658128E+09   0.291735198E+04   0.448286557E+30   0.961561054E+28   0.187620202E+01   0.173039382E+00   0.207292179E+01   0.170972705E+01   0.576191109E+28   0.000000000E+00   0.317288791E-22   0.000000000E+00   0.000000000E+00   0.576191109E+28   0.209789022E+18   0.169500310E+17   0.169500310E+17   0.103297990E+25   0.000000000E+00   0.000000000E+00
    442   0.443803279E+00   0.442303818E+00   0.255800556E+01   0.159377117E+14   0.111665519E+05   0.530658462E+09   0.290836352E+04   0.438670947E+30   0.914824072E+28   0.187516140E+01   0.171064088E+00   0.205163481E+01   0.170170293E+01   0.766525826E+28   0.000000000E+00   0.236878047E-22   0.000000000E+00   0.000000000E+00   0.766525826E+28   0.213314912E+18   0.170963723E+17   0.170963723E+17   0.100986886E+25   0.000000000E+00   0.000000000E+00
    443   0.439813183E+00   0.438327203E+00   0.257516811E+01   0.161512210E+14   0.112174730E+05   0.530658846E+09   0.289961589E+04   0.429522706E+30   0.914824072E+28   0.187417699E+01   0.169070863E+00   0.203000091E+01   0.169353834E+01   0.100884683E+29   0.000000000E+00   0.178781374E-22   0.000000000E+00   0.000000000E+00   0.100884683E+29   0.216740197E+18   0.172380542E+17   0.172380542E+17   0.987777329E+24   0.000000000E+00   0.000000000E+00
    444   0.435776681E+00   0.434304338E+00   0.260029568E+01   0.164659094E+14   0.112917842E+05   0.530661425E+09   0.289067446E+04   0.420374465E+30   0.174078546E+29   0.187280562E+01   0.166084045E+00   0.199732044E+01   0.168119867E+01   0.133202133E+29   0.000000000E+00   0.134097036E-22   0.000000000E+00   0.000000000E+00   0.133202133E+29   0.220237359E+18   0.173822363E+17   0.173822363E+17   0.965587294E+24   0.000000000E+00   0.000000000E+00
    445   0.427959939E+00   0.426514006E+00   0.263313477E+01   0.168807668E+14   0.113878965E+05   0.530661429E+09   0.287311930E+04   0.402966611E+30   0.165629776E+29   0.187114819E+01   0.162120979E+00   0.195366974E+01   0.166473177E+01   0.228150348E+29   0.000000000E+00   0.773141286E-23   0.000000000E+00   0.000000000E+00   0.228150348E+29   0.227101694E+18   0.176639215E+17   0.176639215E+17   0.923098534E+24   0.000000000E+00   0.000000000E+00
    446   0.420345695E+00   0.418925489E+00   0.266501538E+01   0.172874508E+14   0.114803975E+05   0.530661179E+09   0.285574104E+04   0.386403633E+30   0.157596207E+29   0.186969749E+01   0.158263237E+00   0.191089411E+01   0.164863938E+01   0.385368893E+29   0.000000000E+00   0.452248061E-23   0.000000000E+00   0.000000000E+00   0.385368893E+29   0.233905549E+18   0.179415051E+17   0.179415051E+17   0.882359774E+24   0.000000000E+00   0.000000000E+00
    447   0.412926817E+00   0.411531676E+00   0.269597205E+01   0.176860356E+14   0.115694665E+05   0.530660772E+09   0.283858329E+04   0.370644012E+30   0.149956797E+29   0.186846479E+01   0.154560707E+00   0.186963831E+01   0.163317792E+01   0.642230646E+29   0.000000000E+00   0.268254292E-23   0.000000000E+00   0.000000000E+00   0.642230646E+29   0.240646930E+18   0.182150637E+17   0.182150637E+17   0.843314259E+24   0.000000000E+00   0.000000000E+00
    448   0.405696641E+00   0.404325928E+00   0.272603377E+01   0.180766043E+14   0.116552725E+05   0.530660345E+09   0.282168665E+04   0.355648333E+30   0.142691674E+29   0.186746599E+01   0.151031382E+00   0.183019386E+01   0.161843267E+01   0.105648532E+30   0.000000000E+00   0.161271784E-23   0.000000000E+00   0.000000000E+00   0.105648532E+30   0.247323956E+18   0.184846643E+17   0.184846643E+17   0.805895552E+24   0.000000000E+00   0.000000000E+00
    449   0.398648919E+00   0.397302019E+00   0.275522817E+01   0.184592483E+14   0.117379726E+05   0.530659978E+09   0.280508910E+04   0.341379165E+30   0.135782039E+29   0.186670944E+01   0.147683278E+00   0.179272242E+01   0.160443861E+01   0.171625082E+30   0.000000000E+00   0.982233542E-24   0.000000000E+00   0.000000000E+00   0.171625082E+30   0.253934863E+18   0.187503661E+17   0.187503661E+17   0.770036062E+24   0.000000000E+00   0.000000000E+00
    450   0.391777785E+00   0.390454100E+00   0.278358264E+01   0.188340660E+14   0.118177130E+05   0.530659695E+09   0.278882613E+04   0.327800961E+30   0.129210101E+29   0.186619391E+01   0.144521189E+00   0.175732767E+01   0.159121703E+01   0.275434482E+30   0.000000000E+00   0.605801941E-24   0.000000000E+00   0.000000000E+00   0.275434482E+30   0.260477995E+18   0.190122213E+17   0.190122213E+17   0.735670640E+24   0.000000000E+00   0.000000000E+00
    451   0.385077723E+00   0.383776675E+00   0.281112408E+01   0.192011618E+14   0.118946303E+05   0.530659491E+09   0.277293092E+04   0.314879951E+30   0.122959009E+29   0.186591021E+01   0.141547118E+00   0.172406421E+01   0.157877739E+01   0.436858785E+30   0.000000000E+00   0.378209122E-24   0.000000000E+00   0.000000000E+00   0.436858785E+30   0.266951796E+18   0.192702757E+17   0.192702757E+17   0.702737543E+24   0.000000000E+00   0.000000000E+00
